customer_id,age,contract_type,monthly_fee,tenure_months,support_tickets,avg_call_duration,data_usage_gb,payment_delay_days,churned
496,71,yearly,50.61,8,4,15.56,29.47,8,1
497,60,monthly,98.65,62,2,10.46,18.29,9,1
498,54,yearly,79.48,29,4,6.89,24.03,21,1
499,50,yearly,12.45,17,3,16.43,18.49,5,0
500,25,monthly,15.87,66,2,17.48,32.23,24,1
501,70,monthly,51.75,6,3,13.79,45.11,0,1
502,61,yearly,91.83,58,2,1.89,8.61,21,0
503,61,yearly,58.48,69,2,11.76,19.38,11,0
504,22,monthly,54.8,28,4,15.5,7.47,4,1
505,56,yearly,19.49,62,4,3.59,31.43,12,1
506,21,monthly,69.11,41,1,5.34,36.58,26,1
507,23,yearly,83.99,69,1,17.77,46.63,14,1
508,62,monthly,44.24,41,0,1.38,14.3,21,0
509,49,yearly,79.81,49,3,15.3,47.54,29,1
510,69,yearly,96.8,49,1,10.0,3.63,10,0
511,47,yearly,28.34,71,6,9.49,30.35,7,0
512,64,monthly,57.1,3,1,1.13,3.33,4,0
513,52,monthly,35.84,10,1,16.57,44.74,1,1
514,72,monthly,81.36,35,3,7.84,26.73,11,1
515,57,monthly,61.98,2,3,11.27,33.63,27,0
516,69,monthly,67.11,24,0,13.87,41.66,1,1
517,33,yearly,81.81,38,2,14.35,7.94,25,1
518,30,monthly,45.64,22,1,19.16,2.41,15,1
519,67,monthly,92.36,26,3,11.1,44.0,20,1
520,59,yearly,57.97,43,1,8.59,16.09,2,0
521,47,yearly,24.22,55,3,19.12,6.88,9,1
522,36,yearly,72.63,39,5,13.2,23.69,18,1
523,34,yearly,81.39,29,0,6.66,30.12,7,1
524,73,monthly,38.51,20,1,3.4,2.03,6,1
525,36,monthly,87.15,41,2,17.01,14.11,0,0
526,45,yearly,91.55,54,1,7.88,2.12,11,0
527,72,yearly,34.92,20,5,13.55,21.31,28,1
528,43,monthly,98.52,19,1,9.95,44.81,27,1
529,54,yearly,22.66,66,3,4.78,49.14,4,1
530,43,monthly,28.18,30,2,12.43,32.03,15,1
531,70,monthly,26.58,53,2,2.15,8.5,24,1
532,40,monthly,90.46,34,0,8.85,45.34,3,0
533,26,monthly,68.89,22,2,11.39,26.05,16,1
534,29,monthly,23.69,67,2,9.28,8.11,23,0
535,70,monthly,49.63,6,4,15.22,46.13,20,1
536,18,yearly,65.38,27,0,16.73,37.99,1,0
537,18,monthly,17.51,10,3,15.65,36.72,11,1
538,64,monthly,89.42,48,3,1.74,35.6,0,0
539,51,yearly,82.32,70,3,4.69,10.42,29,1
540,49,yearly,55.47,59,2,11.2,10.94,11,1
541,71,yearly,97.04,59,0,18.76,34.57,11,0
542,65,yearly,47.6,2,2,16.86,11.38,11,1
543,42,yearly,98.57,29,2,17.01,22.21,18,0
544,57,monthly,70.11,68,1,6.76,39.21,24,0
545,62,monthly,67.12,65,0,9.16,39.31,16,1
546,70,monthly,24.94,26,0,9.94,22.94,19,1
547,18,monthly,89.37,10,1,3.99,39.71,23,1
548,33,monthly,48.47,53,0,1.59,42.01,23,1
549,56,yearly,24.6,59,2,18.99,32.91,25,1
550,22,monthly,11.13,22,1,5.57,11.81,27,0
551,39,monthly,60.38,51,3,5.56,14.06,10,1
552,46,monthly,57.47,48,1,2.58,16.08,12,1
553,72,yearly,74.74,21,1,18.64,6.28,26,1
554,20,monthly,90.12,22,6,12.02,14.02,7,1
555,29,yearly,17.15,30,3,13.67,10.87,9,1
556,43,monthly,75.83,25,1,18.32,23.04,7,0
557,33,monthly,26.87,28,1,7.57,45.47,19,0
558,68,monthly,87.24,65,4,12.81,5.67,7,1
559,54,yearly,83.72,45,3,1.74,36.15,8,0
560,39,monthly,58.67,68,0,4.55,34.52,6,1
561,74,yearly,73.92,7,0,16.79,5.24,13,0
562,46,monthly,38.29,49,3,15.57,46.17,27,0
563,31,monthly,52.41,9,3,7.66,28.64,1,0
564,45,yearly,83.95,36,4,8.16,18.5,24,1
565,22,yearly,51.33,1,2,11.14,37.95,10,1
566,64,yearly,42.2,10,1,1.0,13.24,7,1
567,66,yearly,54.48,36,4,5.58,34.83,12,0
568,47,yearly,84.54,46,2,4.96,2.47,20,1
569,63,yearly,40.17,32,1,5.76,42.05,14,0
570,69,yearly,25.64,32,2,16.31,22.68,27,1
571,22,yearly,74.08,6,2,6.31,32.02,2,0
572,29,yearly,84.34,48,2,4.64,11.45,22,1
573,33,yearly,19.06,38,1,10.58,34.02,13,1
574,43,yearly,31.59,17,0,17.45,38.73,29,1
575,43,monthly,22.78,27,3,5.59,23.92,14,1
576,65,yearly,41.31,54,4,2.49,31.08,1,1
577,38,yearly,50.53,50,6,7.77,23.09,28,0
578,56,monthly,77.39,35,4,15.21,44.76,18,1
579,53,yearly,68.6,25,2,11.46,25.14,11,1
580,50,monthly,65.88,28,1,16.52,42.17,24,0
581,47,monthly,41.71,15,4,19.23,40.17,19,1
582,54,yearly,85.73,4,2,16.06,20.82,3,0
583,40,monthly,52.42,27,3,12.47,11.89,2,0
584,27,yearly,98.12,26,2,10.37,20.6,4,1
585,71,yearly,67.07,19,3,1.76,41.4,2,1
586,22,monthly,21.36,17,0,19.7,11.77,24,1
587,53,monthly,70.86,43,2,8.29,26.46,14,0
588,51,monthly,39.26,41,2,3.89,40.4,18,1
589,69,yearly,71.77,42,2,13.67,18.0,1,0
590,48,yearly,16.27,50,3,6.4,32.29,11,0
591,27,yearly,25.74,40,2,12.13,12.66,4,1
592,36,monthly,87.02,39,2,12.15,5.91,21,0
593,49,yearly,30.45,23,3,9.47,39.82,16,0
594,18,monthly,85.33,52,5,16.89,5.4,13,1
595,73,yearly,35.13,47,3,6.03,13.93,27,0
596,22,monthly,67.86,63,0,9.52,42.83,26,0
597,62,yearly,72.47,69,2,11.22,17.65,21,1
598,21,monthly,56.14,43,3,13.61,48.67,9,1
599,33,yearly,37.48,48,2,15.9,49.0,2,0
600,41,monthly,29.14,34,3,8.5,13.78,3,1
601,33,yearly,12.99,40,2,13.27,2.53,5,0
602,72,yearly,37.36,61,0,3.86,35.4,23,1
603,19,monthly,68.78,50,2,18.72,22.82,24,0
604,66,yearly,94.45,67,1,8.28,5.49,21,1
605,45,yearly,88.41,62,2,14.86,35.52,15,1
606,49,monthly,78.95,58,2,1.39,2.04,6,0
607,44,monthly,80.96,33,4,4.9,43.57,14,0
608,37,yearly,69.85,16,0,10.25,7.36,29,1
609,41,monthly,33.43,48,2,17.69,6.8,20,1
610,29,monthly,91.65,10,0,11.02,9.2,29,1
611,67,monthly,70.37,38,0,18.67,48.03,27,1
612,52,yearly,60.44,19,1,10.19,34.81,24,1
613,50,monthly,19.99,36,2,10.32,40.17,19,1
614,50,yearly,50.23,59,0,3.28,20.18,25,0
615,68,yearly,51.43,63,1,16.25,17.15,10,0
616,60,yearly,87.81,46,4,5.69,12.11,21,0
617,54,yearly,59.2,3,3,18.09,24.29,20,0
618,29,monthly,44.24,65,4,18.31,27.82,0,1
619,20,yearly,97.91,8,2,18.92,31.77,4,0
620,18,monthly,19.96,51,2,10.88,13.23,12,1
621,50,monthly,48.03,6,2,13.86,47.46,20,0
622,57,monthly,13.78,39,1,15.79,8.9,13,1
623,27,monthly,76.59,60,1,3.49,48.3,8,1
624,60,yearly,92.63,28,1,12.42,1.24,16,0
625,61,yearly,35.2,54,1,1.65,24.32,14,0
626,46,monthly,87.25,37,3,10.45,17.0,20,0
627,30,monthly,36.3,9,2,3.94,22.73,6,0
628,29,yearly,91.97,56,2,4.48,28.75,26,1
629,48,monthly,77.86,59,2,7.94,22.06,21,1
630,63,monthly,82.44,2,0,9.22,21.03,21,1
631,19,monthly,11.62,61,1,12.84,36.77,11,1
632,68,yearly,96.65,58,4,2.41,34.45,22,0
633,67,yearly,75.4,60,2,10.57,41.75,5,1
634,52,monthly,37.43,40,4,4.47,12.87,20,1
635,40,monthly,84.65,36,4,11.91,30.67,15,0
636,34,yearly,35.34,37,2,13.11,29.47,25,1
637,43,yearly,88.55,18,1,11.58,18.8,4,0
638,25,monthly,20.13,63,3,15.03,24.56,8,0
639,46,yearly,73.33,22,3,7.38,16.03,13,0
640,43,monthly,58.66,11,1,15.54,7.52,7,1
641,27,monthly,18.69,58,1,9.22,11.08,13,1
642,43,yearly,31.77,57,4,10.2,5.72,11,1
643,51,monthly,11.12,4,1,13.31,34.31,9,1
644,68,yearly,52.19,7,4,1.35,33.21,29,0
645,58,monthly,37.11,61,0,13.43,47.56,19,1
646,24,monthly,63.85,54,3,12.75,36.62,19,0
647,21,yearly,36.75,68,3,6.89,3.08,25,1
648,70,monthly,36.99,1,3,2.63,44.27,20,1
649,67,yearly,76.89,55,2,2.73,43.2,12,1
650,62,monthly,14.33,3,1,18.54,22.44,28,1
651,28,monthly,91.26,38,0,14.1,29.5,18,1
652,46,monthly,86.7,1,2,3.41,48.82,14,1
653,73,yearly,70.1,38,2,7.78,26.85,7,0
654,53,monthly,63.39,29,2,12.26,45.31,22,1
655,42,yearly,90.31,5,3,16.88,4.61,20,1
656,38,monthly,26.68,21,3,1.83,9.96,9,1
657,74,yearly,17.11,71,1,5.5,22.32,2,1
658,53,monthly,31.56,67,2,17.91,29.45,20,0
659,27,yearly,81.51,47,1,1.17,40.9,2,1
660,54,yearly,13.12,35,2,4.83,49.42,25,1
661,26,yearly,62.45,68,0,19.22,19.75,4,1
662,41,yearly,99.59,69,1,12.65,2.85,15,0
663,52,yearly,87.01,1,1,5.97,40.16,16,1
664,66,yearly,56.93,68,2,2.27,30.42,5,0
665,52,monthly,15.73,12,1,1.54,10.33,25,1
666,65,monthly,84.82,60,1,5.65,24.99,19,1
667,53,yearly,63.91,27,2,17.75,37.24,19,0
668,35,yearly,20.34,56,4,8.9,38.64,15,1
669,66,yearly,18.45,23,0,14.69,25.23,23,0
670,56,monthly,91.87,25,1,18.45,15.61,1,1
671,49,monthly,70.23,21,4,8.75,48.7,19,0
672,41,monthly,84.64,61,2,4.63,33.34,14,1
673,40,yearly,89.11,63,1,10.83,20.71,17,0
674,49,monthly,61.46,52,1,18.25,14.38,0,1
675,54,monthly,56.57,25,3,16.28,36.69,25,1
676,29,monthly,48.74,55,1,2.25,12.49,28,1
677,66,monthly,38.53,46,3,14.16,9.0,28,1
678,72,monthly,49.11,32,3,11.87,26.73,18,1
679,30,monthly,79.65,55,2,18.24,14.85,11,1
680,40,yearly,64.17,5,2,3.33,31.63,7,0
681,42,monthly,90.33,36,4,11.15,6.34,5,0
682,52,monthly,49.9,49,1,17.71,32.92,11,0
683,58,monthly,64.64,58,1,8.79,14.52,6,0
684,47,monthly,66.82,39,2,10.16,0.51,17,1
685,34,monthly,63.25,61,1,2.34,6.78,21,1
686,66,monthly,73.24,9,3,6.28,46.71,13,1
687,37,yearly,31.37,6,3,7.17,43.43,7,0
688,65,monthly,56.11,35,4,18.96,12.06,23,1
689,42,yearly,19.38,39,1,6.37,39.03,19,1
690,39,yearly,44.61,22,1,9.76,30.62,21,0
691,30,yearly,53.89,41,1,13.75,48.56,13,1
692,36,monthly,68.7,5,1,4.08,18.99,4,0
693,66,monthly,95.55,42,2,10.24,34.23,8,0
694,53,monthly,64.06,67,0,15.03,3.65,7,1
695,29,monthly,76.92,30,1,17.47,20.11,1,1
696,58,yearly,55.56,57,2,12.9,48.21,27,1
697,36,monthly,67.07,29,4,13.71,27.18,15,1
698,29,monthly,16.38,37,0,3.4,14.75,12,1
699,26,yearly,32.9,13,0,18.97,6.45,6,0
700,24,yearly,42.57,32,1,3.52,35.32,15,0
701,45,monthly,52.52,46,1,15.72,32.42,6,1
702,31,monthly,14.11,23,4,6.03,19.01,26,1
703,48,monthly,22.6,45,2,18.74,47.57,13,0
704,69,monthly,34.91,17,2,14.68,1.6,13,1
705,36,monthly,97.44,66,2,15.32,15.53,11,0
706,64,monthly,39.82,6,5,5.16,46.09,0,1
707,33,monthly,53.38,18,3,9.42,16.39,0,1
708,70,monthly,27.65,22,4,12.74,12.99,11,0
709,22,monthly,64.97,33,3,15.63,26.94,19,0
710,52,monthly,35.26,30,0,2.98,41.28,20,1
711,29,monthly,28.63,32,3,19.28,5.61,14,1
712,42,yearly,56.49,42,2,17.91,47.18,3,0
713,69,yearly,10.5,10,3,6.14,39.86,6,1
714,38,monthly,10.69,36,3,16.63,9.47,15,1
715,53,monthly,29.72,34,1,10.85,35.74,2,0
716,70,monthly,13.3,28,1,9.77,19.56,6,1
717,40,yearly,19.72,11,4,6.97,20.41,28,1
718,33,yearly,40.5,39,0,12.04,39.27,23,1
719,74,monthly,82.23,47,2,14.87,48.16,21,1
720,56,yearly,61.48,19,3,8.81,6.77,5,0
721,62,monthly,56.14,15,1,12.96,21.32,15,1
722,70,monthly,36.41,28,0,14.29,24.31,23,1
723,59,yearly,93.86,24,3,14.51,19.13,7,1
724,56,yearly,45.73,9,2,1.99,18.48,22,0
725,31,yearly,17.84,47,1,17.34,3.09,21,1
726,48,yearly,65.54,33,2,9.71,34.43,5,0
727,22,monthly,20.25,62,1,5.99,22.09,9,1
728,52,yearly,41.07,19,0,5.59,10.14,15,0
729,40,monthly,55.67,67,2,10.18,40.89,10,1
730,46,yearly,88.68,40,0,17.85,40.23,12,0
731,60,monthly,54.42,47,3,8.19,24.58,28,1
732,28,yearly,73.2,65,2,15.24,15.27,5,1
733,35,monthly,99.35,29,4,2.84,32.09,23,0
734,64,yearly,21.83,50,1,10.05,14.76,0,0
735,29,monthly,34.73,13,0,19.84,12.18,20,1
736,26,yearly,45.51,1,0,15.64,36.66,18,0
737,27,monthly,47.96,34,4,5.0,2.5,11,1
738,61,monthly,46.99,48,0,10.53,5.19,23,0
739,34,monthly,91.68,48,5,5.44,0.84,26,1
740,55,monthly,74.26,49,0,8.78,8.07,5,1
741,24,yearly,64.71,64,3,15.82,3.92,29,1
742,63,monthly,37.84,61,2,15.65,49.79,17,1
743,30,yearly,84.14,29,1,5.33,14.8,12,0
744,57,monthly,95.96,39,1,18.52,7.89,6,1
745,59,monthly,83.91,26,1,12.26,12.43,22,1
746,26,yearly,10.14,17,2,8.22,46.84,12,0
747,67,yearly,67.28,71,3,10.54,26.25,20,0
748,44,monthly,14.6,13,2,12.5,18.56,7,1
749,19,monthly,33.18,69,3,11.64,43.73,29,1
750,22,yearly,15.36,26,3,10.24,20.05,20,0
751,46,monthly,64.34,49,1,10.59,17.08,16,1
752,54,yearly,71.79,67,2,4.35,10.76,8,0
753,55,yearly,20.3,7,2,16.44,19.2,19,0
754,36,yearly,44.55,58,2,11.29,16.18,12,1
755,25,monthly,51.06,49,4,3.49,34.03,1,0
756,65,yearly,43.21,53,1,15.56,14.83,3,0
757,62,monthly,20.89,65,0,18.72,29.07,29,1
758,18,monthly,47.71,62,1,19.0,3.76,28,1
759,39,monthly,77.61,17,2,8.01,9.97,24,0
760,69,monthly,16.39,43,0,3.57,20.67,1,0
761,34,yearly,17.22,25,1,10.85,46.88,3,0
762,24,yearly,41.93,3,0,3.14,19.17,17,1
763,42,yearly,94.76,29,2,18.75,33.37,4,1
764,62,monthly,70.17,32,2,4.49,13.13,18,1
765,21,monthly,71.08,26,3,5.8,6.79,9,1
766,53,monthly,42.57,16,0,8.73,3.4,17,1
767,23,yearly,63.43,25,5,8.28,15.62,29,0
768,48,monthly,10.91,54,5,16.1,8.3,24,0
769,36,yearly,67.25,28,1,9.67,9.11,20,0
770,61,monthly,92.2,56,4,4.24,38.16,9,1
771,71,monthly,65.13,65,2,6.08,1.28,4,0
772,56,yearly,88.63,41,3,10.67,28.11,16,1
773,44,monthly,75.16,51,2,3.8,19.28,21,0
774,27,yearly,20.85,71,3,12.62,25.57,12,1
775,43,yearly,91.22,29,2,11.75,28.36,22,0
776,36,monthly,15.98,19,2,14.58,16.01,16,0
777,56,monthly,58.06,66,2,18.82,15.11,8,1
778,20,monthly,22.79,41,2,18.33,36.8,23,1
779,62,yearly,11.05,45,0,18.98,43.63,11,1
780,30,monthly,47.98,15,4,5.65,10.03,13,1
781,67,yearly,36.55,3,4,3.5,5.33,13,1
782,45,yearly,53.74,11,1,6.74,44.94,7,1
783,37,yearly,61.95,53,3,18.01,17.82,22,1
784,45,monthly,13.94,46,0,19.47,27.79,4,0
785,25,yearly,21.07,30,2,17.33,18.3,18,0
786,58,yearly,60.28,57,0,3.09,6.73,27,0
787,56,monthly,40.89,18,3,19.0,29.67,13,0
788,18,monthly,75.63,51,2,9.04,26.49,8,1
789,20,yearly,68.71,48,1,1.18,10.55,29,1
790,30,monthly,86.1,66,0,9.41,22.87,6,0
791,45,yearly,72.32,8,0,1.88,39.95,26,0
792,74,monthly,48.69,22,4,11.33,29.73,25,1
793,66,monthly,70.57,6,2,7.43,5.3,25,0
794,42,yearly,34.78,57,2,10.0,27.63,7,0
795,73,monthly,37.57,36,3,12.65,35.29,13,0
796,50,monthly,81.01,57,5,17.51,39.74,21,0
797,55,monthly,50.18,49,3,13.58,31.64,27,1
798,70,monthly,81.85,45,0,9.25,8.06,13,0
799,23,monthly,84.02,66,0,16.57,35.65,10,0
800,61,monthly,87.18,45,2,18.21,34.03,13,1
801,62,yearly,92.5,20,2,3.28,1.71,20,0
802,49,monthly,48.79,64,2,11.11,20.88,7,1
803,62,yearly,38.7,67,3,6.41,16.98,2,1
804,64,monthly,62.4,3,0,1.89,33.64,27,1
805,38,yearly,43.41,54,0,13.7,11.2,28,1
806,33,monthly,64.1,64,3,17.39,29.75,28,1
807,71,yearly,73.5,40,2,4.1,45.7,22,0
808,38,monthly,71.96,59,3,16.44,39.99,17,1
809,28,monthly,43.71,55,1,17.21,46.11,2,1
810,54,monthly,25.02,62,3,18.37,48.94,12,1
811,53,monthly,48.75,4,3,6.04,1.03,11,1
812,52,monthly,22.83,60,1,18.18,31.33,14,0
813,36,monthly,90.11,30,3,7.09,20.94,17,0
814,37,yearly,41.13,2,4,11.49,43.06,4,0
815,74,monthly,23.9,62,2,1.96,12.96,6,0
816,35,monthly,12.29,49,1,1.83,49.06,10,1
817,64,yearly,68.12,9,4,14.69,30.88,25,0
818,58,yearly,67.32,31,1,9.45,39.78,26,0
819,66,monthly,40.65,61,1,5.87,4.74,10,1
820,31,monthly,16.45,48,3,4.62,9.58,26,0
821,32,monthly,46.87,25,1,13.73,38.04,14,0
822,48,yearly,38.01,36,4,1.01,1.59,9,0
823,18,yearly,70.94,8,3,16.31,40.94,14,1
824,70,monthly,64.52,58,0,2.51,1.19,12,0
825,71,yearly,42.81,45,2,4.64,33.03,13,1
826,71,yearly,29.61,62,3,8.34,18.57,16,1
827,20,monthly,98.92,39,2,10.21,30.77,12,1
828,33,yearly,50.86,58,1,7.74,34.95,9,1
829,40,monthly,71.94,64,4,7.09,17.45,24,1
830,74,monthly,22.65,44,1,19.31,5.84,0,1
831,28,monthly,53.7,29,1,13.19,3.95,0,0
832,29,monthly,12.48,59,0,1.45,29.65,29,0
833,27,monthly,55.49,71,3,9.17,26.27,14,0
834,49,yearly,96.76,9,0,17.63,37.24,15,1
835,33,monthly,44.58,6,2,6.73,25.73,11,1
836,25,monthly,13.51,29,1,2.8,21.41,25,0
837,55,monthly,12.79,58,1,15.41,20.21,23,1
838,29,yearly,44.92,17,2,12.51,1.81,5,0
839,41,monthly,24.4,16,4,11.84,17.11,5,0
840,45,monthly,12.1,3,4,2.02,48.81,11,1
841,70,monthly,78.06,21,3,3.67,43.74,24,0
842,25,monthly,51.27,64,4,12.83,16.8,14,0
843,45,yearly,36.03,36,1,4.95,29.6,3,1
844,53,yearly,91.01,62,2,10.58,42.44,23,1
845,43,monthly,20.45,42,1,11.35,22.34,3,1
846,25,yearly,96.03,42,1,6.39,1.39,29,1
847,67,yearly,38.26,61,4,19.02,4.19,1,1
848,45,yearly,89.96,13,2,17.01,25.76,26,1
849,45,monthly,64.26,11,0,14.73,48.49,23,1
850,54,monthly,84.4,54,3,2.48,34.81,11,0
851,58,monthly,98.56,16,1,3.02,4.01,6,1
852,53,yearly,35.96,8,2,10.36,9.87,19,1
853,44,monthly,96.5,59,2,4.05,38.68,8,1
854,71,monthly,45.05,57,0,19.59,42.15,8,1
855,34,monthly,44.7,40,2,4.01,31.08,7,1
856,26,yearly,40.63,59,5,10.26,32.4,13,1
857,50,monthly,58.73,2,2,7.92,1.9,0,1
858,70,yearly,23.87,10,3,13.15,41.51,22,0
859,37,yearly,59.83,44,0,3.45,39.52,20,0
860,30,monthly,58.75,11,2,9.18,13.32,22,1
861,45,yearly,78.57,2,1,6.22,35.58,11,1
862,65,monthly,85.03,50,3,17.87,11.14,24,0
863,46,yearly,49.64,12,2,1.77,2.5,1,0
864,30,monthly,37.21,23,1,18.36,10.46,12,1
865,63,yearly,33.34,18,2,16.83,9.34,29,0
866,52,yearly,27.52,62,1,6.65,17.22,26,1
867,23,yearly,15.19,62,2,16.0,21.21,3,1
868,35,yearly,40.82,38,5,1.59,25.67,19,0
869,68,monthly,34.32,67,3,19.37,24.1,17,0
870,22,yearly,96.98,38,4,11.01,13.9,18,0
871,64,yearly,60.19,67,2,6.76,1.94,15,1
872,42,monthly,41.25,61,2,7.89,30.45,26,1
873,19,monthly,62.24,1,0,2.26,20.09,13,1
874,27,yearly,22.53,45,2,19.8,15.28,29,1
875,73,yearly,49.96,28,1,1.75,43.41,28,0
876,47,yearly,66.36,21,1,13.44,37.46,7,0
877,67,monthly,54.0,13,2,9.41,42.96,11,0
878,62,yearly,46.16,27,3,19.03,25.0,8,0
879,22,monthly,99.45,7,1,5.67,6.98,5,1
880,72,yearly,89.23,22,2,11.11,34.96,25,0
881,73,monthly,66.11,53,1,10.16,10.7,17,0
882,50,yearly,61.24,4,2,14.35,22.34,1,1
883,71,yearly,65.86,23,1,2.29,3.72,22,0
884,18,monthly,28.12,70,1,4.68,41.35,7,1
885,35,yearly,45.56,33,3,5.08,6.73,23,0
886,49,monthly,13.55,28,3,15.02,45.2,13,1
887,64,yearly,52.8,8,1,4.59,43.28,5,1
888,66,yearly,58.87,1,0,11.9,23.5,9,0
889,28,monthly,30.5,37,3,5.09,37.35,7,0
890,38,yearly,96.76,63,3,17.37,31.16,29,1
891,43,yearly,91.85,22,3,18.9,40.25,16,1
892,42,monthly,74.99,70,0,10.85,21.87,24,1
893,39,monthly,58.0,21,0,7.69,39.4,28,1
894,44,yearly,88.3,35,0,5.45,23.39,11,0
895,66,yearly,21.76,5,4,1.95,47.08,16,0
896,30,yearly,81.15,60,1,6.1,24.58,12,1
897,50,yearly,21.23,46,3,13.43,23.4,18,0
898,51,monthly,81.48,50,0,11.14,39.36,11,1
899,58,yearly,34.82,48,0,18.94,41.17,15,0
900,52,monthly,88.94,6,4,8.53,27.95,24,1
901,18,monthly,94.96,56,1,14.18,9.4,26,1
902,38,monthly,23.39,59,2,10.3,23.65,4,0
903,65,monthly,51.64,29,4,10.74,48.42,24,1
904,72,monthly,98.29,71,1,6.09,37.77,15,0
905,23,monthly,53.51,18,0,9.64,40.65,24,0
906,45,yearly,87.72,2,1,9.94,2.12,5,1
907,34,monthly,62.99,8,2,14.43,23.66,10,1
908,22,monthly,43.78,54,1,18.87,32.51,16,0
909,48,monthly,35.72,38,1,7.26,41.59,25,0
910,22,monthly,28.29,48,1,1.8,2.94,22,1
911,55,monthly,78.56,27,3,10.43,42.7,13,1
912,20,monthly,44.79,20,1,11.34,27.65,5,0
913,70,yearly,56.01,12,1,4.2,10.27,24,0
914,40,yearly,54.31,43,3,15.45,16.2,22,1
915,54,yearly,61.96,61,1,19.71,14.46,29,1
916,70,monthly,87.9,31,2,18.97,26.78,27,0
917,54,monthly,98.27,61,0,4.75,3.06,10,0
918,27,yearly,46.68,67,1,17.63,8.35,11,0
919,27,monthly,84.48,35,3,14.39,40.73,12,0
920,36,monthly,78.81,15,1,9.62,7.06,3,0
921,34,monthly,61.62,16,4,11.27,12.05,6,1
922,38,monthly,96.04,13,2,17.14,22.94,1,0
923,31,monthly,28.04,35,0,10.12,26.1,5,1
924,26,monthly,19.83,59,4,8.09,38.3,5,0
925,63,monthly,86.86,21,2,10.37,22.64,17,1
926,18,monthly,49.52,54,1,12.0,39.6,29,1
927,68,yearly,86.23,30,1,4.59,31.11,19,0
928,62,yearly,90.38,48,2,18.12,6.1,7,0
929,30,yearly,15.62,35,1,13.81,8.24,7,1
930,21,yearly,89.51,38,2,13.03,22.13,28,0
931,18,yearly,50.35,31,2,2.89,20.15,7,1
932,66,monthly,55.94,24,1,12.48,37.31,7,1
933,57,monthly,66.39,49,1,3.3,29.25,0,0
934,49,monthly,93.37,32,5,2.5,19.71,1,1
935,51,yearly,11.72,55,1,11.02,8.95,11,0
936,45,yearly,52.92,58,6,8.65,11.73,14,1
937,48,monthly,71.89,3,4,12.19,28.99,3,0
938,25,yearly,75.04,69,2,2.7,21.46,27,0
939,56,monthly,72.33,10,1,9.19,25.99,24,1
940,43,yearly,22.1,25,1,4.32,8.95,2,1
941,51,monthly,36.95,68,3,19.75,33.31,13,0
942,71,monthly,42.28,61,2,11.66,42.7,21,0
943,71,monthly,82.4,29,1,14.06,13.27,22,1
944,20,monthly,35.09,19,4,7.18,24.83,7,1
945,67,monthly,28.96,43,2,2.8,48.79,12,1
946,29,monthly,96.17,66,1,19.54,17.0,22,1
947,18,yearly,10.8,61,3,6.44,29.95,18,1
948,71,monthly,99.8,43,2,9.05,4.96,21,1
949,61,monthly,70.91,25,4,13.35,30.5,4,0
950,22,yearly,84.56,20,4,1.47,4.94,12,0
951,47,yearly,36.52,48,1,16.39,47.98,27,0
952,47,monthly,11.29,24,4,11.19,35.93,25,0
953,74,monthly,76.41,11,0,6.29,39.51,19,0
954,34,monthly,85.07,55,3,2.17,35.35,0,1
955,65,monthly,76.64,28,3,4.09,29.69,15,1
956,64,yearly,22.86,69,2,18.01,22.77,29,0
957,40,monthly,77.81,63,3,14.03,42.99,28,0
958,32,monthly,79.2,59,1,5.75,47.86,22,1
959,54,yearly,69.27,5,4,2.25,25.2,23,0
960,38,monthly,78.95,51,3,14.12,46.61,1,0
961,31,monthly,86.13,21,0,11.88,29.37,6,0
962,19,monthly,65.22,12,2,8.69,27.15,5,0
963,28,yearly,17.97,50,1,7.91,23.0,4,0
964,68,monthly,53.89,4,0,5.12,10.86,28,0
965,56,yearly,16.99,42,3,13.72,0.68,3,1
966,55,monthly,46.68,38,1,19.44,12.45,1,0
967,51,monthly,46.64,25,1,4.34,25.73,9,1
968,55,yearly,15.94,14,1,12.35,19.31,21,0
969,67,yearly,41.39,32,4,9.06,22.7,4,0
970,51,yearly,19.99,11,3,9.49,49.04,17,1
971,35,yearly,82.74,61,0,5.83,17.84,9,1
972,47,yearly,95.29,18,1,16.68,22.88,22,0
973,32,monthly,16.51,27,4,10.22,7.11,21,1
974,44,monthly,95.96,55,2,11.32,2.87,27,1
975,68,yearly,57.03,54,1,6.79,38.88,14,0
976,51,monthly,36.96,21,2,4.45,28.75,26,1
977,69,yearly,16.92,44,1,2.63,38.15,8,1
978,74,yearly,55.06,5,3,14.57,7.92,10,0
979,55,monthly,81.51,41,3,4.73,28.81,25,1
980,50,monthly,73.64,59,6,14.11,13.06,20,1
981,41,yearly,14.52,54,1,8.42,11.79,24,0
982,32,monthly,16.56,22,3,8.9,1.07,24,0
983,47,yearly,46.26,65,1,9.91,6.95,28,0
984,72,monthly,36.58,64,4,7.99,15.81,16,0
985,59,yearly,30.91,71,2,2.91,6.29,20,0
986,68,monthly,35.29,4,3,6.88,49.3,8,1
987,34,yearly,82.31,65,1,13.61,15.78,22,1
988,22,monthly,93.63,15,2,13.65,6.95,15,1
989,46,monthly,46.46,22,2,6.44,10.35,5,1
990,21,monthly,91.55,47,2,9.74,29.59,21,0
991,27,yearly,38.93,46,1,4.68,3.67,10,0
992,73,yearly,52.88,14,4,5.0,43.19,22,1
