timestamp,plant_id,plant_type,power_output_mw,capacity_mw,irradiance_wm2,wind_speed_ms,temperature_c,cloud_cover_pct,grid_demand_mw,co2_saved_kg
2025-06-23 19:00:00,SOLAR_MUNICH_01,solar,1.218,5.0,253.5,14.72,29.0,27.2,3.887,998.7
2025-06-23 20:00:00,SOLAR_MUNICH_01,solar,0.714,5.0,131.3,7.73,26.4,16.8,3.302,585.7
2025-06-23 21:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,5.68,26.9,16.7,3.107,0.0
2025-06-23 22:00:00,SOLAR_MUNICH_01,solar,0.043,5.0,0.0,7.52,25.9,58.5,3.305,35.1
2025-06-23 23:00:00,SOLAR_MUNICH_01,solar,0.033,5.0,0.0,5.42,28.2,60.4,2.916,26.8
2025-06-24 00:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,9.86,21.4,36.5,2.323,0.0
2025-06-24 01:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,6.81,23.2,24.2,2.726,0.0
2025-06-24 02:00:00,SOLAR_MUNICH_01,solar,0.039,5.0,0.0,12.9,20.2,44.9,2.372,32.3
2025-06-24 03:00:00,SOLAR_MUNICH_01,solar,0.024,5.0,0.0,13.38,20.4,38.8,2.32,19.7
2025-06-24 04:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,7.25,15.4,13.6,2.179,0.0
2025-06-24 05:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,7.55,16.6,18.4,3.065,0.0
2025-06-24 06:00:00,SOLAR_MUNICH_01,solar,0.312,5.0,57.6,6.56,13.3,83.6,2.834,256.0
2025-06-24 07:00:00,SOLAR_MUNICH_01,solar,1.262,5.0,266.5,4.33,12.4,18.0,3.403,1035.2
2025-06-24 08:00:00,SOLAR_MUNICH_01,solar,0.954,5.0,195.1,8.29,18.2,66.1,3.815,782.0
2025-06-24 09:00:00,SOLAR_MUNICH_01,solar,2.478,5.0,478.4,9.62,13.2,26.6,3.179,2031.6
2025-06-24 10:00:00,SOLAR_MUNICH_01,solar,2.226,5.0,451.3,6.19,17.2,35.7,3.79,1825.0
2025-06-24 11:00:00,SOLAR_MUNICH_01,solar,2.252,5.0,426.6,15.25,13.5,59.4,5.004,1846.4
2025-06-24 12:00:00,SOLAR_MUNICH_01,solar,2.529,5.0,495.6,4.43,14.6,58.8,3.917,2074.0
2025-06-24 13:00:00,SOLAR_MUNICH_01,solar,2.281,5.0,439.5,5.82,17.9,60.1,4.872,1870.6
2025-06-24 14:00:00,SOLAR_MUNICH_01,solar,2.546,5.0,514.0,5.77,20.0,42.4,4.709,2087.5
2025-06-24 15:00:00,SOLAR_MUNICH_01,solar,2.902,5.0,571.9,8.05,25.3,34.1,4.719,2379.3
2025-06-24 16:00:00,SOLAR_MUNICH_01,solar,2.669,5.0,530.4,9.18,24.2,26.6,4.826,2188.7
2025-06-24 17:00:00,SOLAR_MUNICH_01,solar,2.388,5.0,488.2,12.85,30.3,31.5,3.931,1958.5
2025-06-24 18:00:00,SOLAR_MUNICH_01,solar,1.697,5.0,351.0,15.79,30.3,41.6,3.87,1391.6
2025-06-24 19:00:00,SOLAR_MUNICH_01,solar,1.061,5.0,205.9,10.95,27.9,48.6,3.488,869.9
2025-06-24 20:00:00,SOLAR_MUNICH_01,solar,0.887,5.0,179.3,5.72,28.2,10.7,4.002,727.5
2025-06-24 21:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,16.71,26.5,7.5,3.396,0.0
2025-06-24 22:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,11.72,25.6,33.6,2.941,0.0
2025-06-24 23:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,17.9,26.4,38.3,2.444,0.0
2025-06-25 00:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,3.27,22.7,22.0,2.778,0.0
2025-06-25 01:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,8.28,23.9,30.4,2.496,0.0
2025-06-25 02:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,5.16,18.9,22.7,2.098,0.0
2025-06-25 03:00:00,SOLAR_MUNICH_01,solar,0.07,5.0,0.0,11.49,17.7,53.4,2.111,57.6
2025-06-25 04:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,10.74,13.7,66.0,2.788,0.0
2025-06-25 05:00:00,SOLAR_MUNICH_01,solar,0.085,5.0,6.8,7.44,14.1,32.6,2.705,69.4
2025-06-25 06:00:00,SOLAR_MUNICH_01,solar,0.095,5.0,20.5,5.68,12.3,55.7,3.332,77.8
2025-06-25 07:00:00,SOLAR_MUNICH_01,solar,1.165,5.0,216.1,14.74,14.3,41.1,3.921,955.2
2025-06-25 08:00:00,SOLAR_MUNICH_01,solar,2.092,5.0,412.9,13.42,14.3,21.4,3.743,1715.3
2025-06-25 09:00:00,SOLAR_MUNICH_01,solar,2.127,5.0,414.3,4.77,12.9,28.7,3.047,1743.8
2025-06-25 10:00:00,SOLAR_MUNICH_01,solar,2.948,5.0,564.0,7.83,12.2,38.4,3.839,2417.3
2025-06-25 11:00:00,SOLAR_MUNICH_01,solar,1.807,5.0,347.7,11.51,11.5,70.5,4.785,1482.0
2025-06-25 12:00:00,SOLAR_MUNICH_01,solar,4.252,5.0,829.1,4.44,14.8,10.0,4.784,3486.8
2025-06-25 13:00:00,SOLAR_MUNICH_01,solar,3.671,5.0,736.2,9.37,17.0,20.2,4.434,3010.1
2025-06-25 14:00:00,SOLAR_MUNICH_01,solar,2.399,5.0,479.4,7.21,20.5,56.7,4.92,1967.1
2025-06-25 15:00:00,SOLAR_MUNICH_01,solar,3.415,5.0,660.7,13.31,19.4,26.3,4.331,2800.2
2025-06-25 16:00:00,SOLAR_MUNICH_01,solar,3.301,5.0,644.3,9.27,21.1,11.5,4.907,2706.7
2025-06-25 17:00:00,SOLAR_MUNICH_01,solar,1.772,5.0,333.8,8.27,24.4,64.9,4.517,1453.2
2025-06-25 18:00:00,SOLAR_MUNICH_01,solar,1.849,5.0,386.6,4.45,26.5,29.1,3.996,1516.3
2025-06-25 19:00:00,SOLAR_MUNICH_01,solar,0.709,5.0,144.5,16.44,27.2,62.8,4.222,581.2
2025-06-25 20:00:00,SOLAR_MUNICH_01,solar,0.612,5.0,121.6,6.17,27.6,38.8,3.21,501.7
2025-06-25 21:00:00,SOLAR_MUNICH_01,solar,0.061,5.0,0.0,6.82,28.1,67.2,3.134,50.2
2025-06-25 22:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,17.37,25.4,19.9,2.796,0.0
2025-06-25 23:00:00,SOLAR_MUNICH_01,solar,0.013,5.0,0.0,11.24,27.2,15.8,2.644,10.7
2025-06-26 00:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,15.37,23.5,2.6,2.511,0.0
2025-06-26 01:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,8.35,24.4,19.4,2.253,0.0
2025-06-26 02:00:00,SOLAR_MUNICH_01,solar,0.04,5.0,0.0,7.1,19.6,9.1,1.971,33.0
2025-06-26 03:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,17.39,17.8,36.0,2.503,0.0
2025-06-26 04:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,14.25,14.2,64.5,2.866,0.0
2025-06-26 05:00:00,SOLAR_MUNICH_01,solar,0.097,5.0,32.8,6.06,11.3,50.8,2.723,79.3
2025-06-26 06:00:00,SOLAR_MUNICH_01,solar,0.887,5.0,166.2,9.43,14.5,6.5,2.441,727.1
2025-06-26 07:00:00,SOLAR_MUNICH_01,solar,1.544,5.0,306.9,11.68,14.6,22.3,3.075,1265.9
2025-06-26 08:00:00,SOLAR_MUNICH_01,solar,1.452,5.0,299.2,8.29,8.0,47.0,3.269,1190.6
2025-06-26 09:00:00,SOLAR_MUNICH_01,solar,2.468,5.0,467.2,6.41,8.7,34.3,3.913,2023.6
2025-06-26 10:00:00,SOLAR_MUNICH_01,solar,2.775,5.0,528.3,7.53,13.0,36.3,4.196,2275.7
2025-06-26 11:00:00,SOLAR_MUNICH_01,solar,3.118,5.0,589.0,10.75,11.5,28.9,4.038,2556.9
2025-06-26 12:00:00,SOLAR_MUNICH_01,solar,3.546,5.0,695.4,8.64,15.6,29.4,4.441,2907.6
2025-06-26 13:00:00,SOLAR_MUNICH_01,solar,16.427,5.0,391.4,13.71,18.2,57.3,4.749,13469.8
2025-06-26 14:00:00,SOLAR_MUNICH_01,solar,3.895,5.0,761.0,6.96,21.6,15.7,4.419,3193.8
2025-06-26 15:00:00,SOLAR_MUNICH_01,solar,2.213,5.0,449.2,6.71,21.7,53.4,4.775,1814.7
2025-06-26 16:00:00,SOLAR_MUNICH_01,solar,1.7,5.0,325.7,8.4,22.3,65.3,4.371,1394.1
2025-06-26 17:00:00,SOLAR_MUNICH_01,solar,2.836,5.0,566.5,8.24,27.9,18.1,4.024,2325.7
2025-06-26 18:00:00,SOLAR_MUNICH_01,solar,0.908,5.0,191.3,12.75,30.2,76.2,4.565,744.4
2025-06-26 19:00:00,SOLAR_MUNICH_01,solar,1.243,5.0,235.5,13.19,29.3,29.7,4.028,1019.1
2025-06-26 20:00:00,SOLAR_MUNICH_01,solar,0.734,5.0,165.3,13.29,30.9,19.4,3.569,602.1
2025-06-26 21:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,12.64,26.7,40.9,3.488,0.0
2025-06-26 22:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,2.99,26.7,89.9,2.386,0.0
2025-06-26 23:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,2.93,21.7,25.5,2.599,0.0
2025-06-27 00:00:00,SOLAR_MUNICH_01,solar,0.034,5.0,0.0,3.46,24.1,53.7,3.212,27.5
2025-06-27 01:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,12.8,25.3,37.5,2.297,0.0
2025-06-27 02:00:00,SOLAR_MUNICH_01,solar,0.016,5.0,0.0,5.91,16.1,22.0,2.102,12.9
2025-06-27 03:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,11.91,16.6,51.8,2.373,0.0
2025-06-27 04:00:00,SOLAR_MUNICH_01,solar,0.065,5.0,0.0,14.46,15.7,50.4,3.24,53.4
2025-06-27 05:00:00,SOLAR_MUNICH_01,solar,0.042,5.0,0.0,9.91,16.1,23.2,2.733,34.5
2025-06-27 06:00:00,SOLAR_MUNICH_01,solar,0.347,5.0,86.4,9.5,12.6,41.5,2.928,284.9
2025-06-27 07:00:00,SOLAR_MUNICH_01,solar,1.576,5.0,314.7,9.77,14.3,22.1,3.286,1292.7
2025-06-27 08:00:00,SOLAR_MUNICH_01,solar,2.045,5.0,393.7,4.61,13.0,21.6,3.594,1676.8
2025-06-27 09:00:00,SOLAR_MUNICH_01,solar,2.431,5.0,476.3,8.45,9.0,25.7,3.776,1993.2
2025-06-27 10:00:00,SOLAR_MUNICH_01,solar,3.131,5.0,614.0,13.8,13.7,25.4,3.879,2567.1
2025-06-27 11:00:00,SOLAR_MUNICH_01,solar,3.443,5.0,675.3,8.08,16.2,24.7,4.796,2823.6
2025-06-27 12:00:00,SOLAR_MUNICH_01,solar,3.199,5.0,620.6,9.06,15.5,35.8,4.878,2623.5
2025-06-27 13:00:00,SOLAR_MUNICH_01,solar,4.303,5.0,842.2,7.42,19.5,11.5,4.421,3528.4
2025-06-27 14:00:00,SOLAR_MUNICH_01,solar,2.334,5.0,470.7,5.44,23.2,53.2,4.137,1914.1
2025-06-27 15:00:00,SOLAR_MUNICH_01,solar,2.305,5.0,446.0,7.8,22.4,60.3,4.411,1890.5
2025-06-27 16:00:00,SOLAR_MUNICH_01,solar,2.798,5.0,561.7,19.72,23.9,39.0,4.583,2294.2
2025-06-27 17:00:00,SOLAR_MUNICH_01,solar,1.781,5.0,364.2,16.46,25.8,54.8,4.372,1460.1
2025-06-27 18:00:00,SOLAR_MUNICH_01,solar,1.628,5.0,338.2,9.98,28.7,38.2,3.665,1334.9
2025-06-27 19:00:00,SOLAR_MUNICH_01,solar,3.69,5.0,95.1,8.11,27.5,81.5,4.071,3026.0
2025-06-27 20:00:00,SOLAR_MUNICH_01,solar,0.241,5.0,54.5,4.12,26.5,70.9,3.592,197.3
2025-06-27 21:00:00,SOLAR_MUNICH_01,solar,0.064,5.0,25.5,7.27,25.1,52.2,3.148,52.2
2025-06-27 22:00:00,SOLAR_MUNICH_01,solar,0.093,5.0,0.0,8.23,28.1,17.4,2.821,75.9
2025-06-27 23:00:00,SOLAR_MUNICH_01,solar,0.008,5.0,0.0,18.39,25.1,58.3,2.74,6.9
2025-06-28 00:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,8.47,23.5,14.8,1.39,0.0
2025-06-28 01:00:00,SOLAR_MUNICH_01,solar,0.013,5.0,0.0,8.93,24.3,75.5,1.745,10.7
2025-06-28 02:00:00,SOLAR_MUNICH_01,solar,0.06,5.0,0.0,17.44,20.4,52.3,2.513,49.1
2025-06-28 03:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,14.01,16.0,7.8,2.236,0.0
2025-06-28 04:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,17.03,17.3,82.1,1.655,0.0
2025-06-28 05:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,9.08,18.1,13.3,1.987,0.0
2025-06-28 06:00:00,SOLAR_MUNICH_01,solar,0.746,5.0,150.7,7.42,14.3,10.9,2.093,611.6
2025-06-28 07:00:00,SOLAR_MUNICH_01,solar,1.407,5.0,279.4,14.05,14.2,15.8,2.811,1154.0
2025-06-28 08:00:00,SOLAR_MUNICH_01,solar,2.324,5.0,442.0,6.35,10.2,8.0,2.48,1906.0
2025-06-28 09:00:00,SOLAR_MUNICH_01,solar,1.405,5.0,263.2,8.46,11.4,67.6,3.17,1152.3
2025-06-28 10:00:00,SOLAR_MUNICH_01,solar,3.807,5.0,753.1,12.44,10.3,6.8,3.579,3121.7
2025-06-28 11:00:00,SOLAR_MUNICH_01,solar,1.968,5.0,388.6,7.75,14.0,59.2,4.228,1613.6
2025-06-28 12:00:00,SOLAR_MUNICH_01,solar,1.533,5.0,304.7,13.24,18.5,74.3,4.004,1257.3
2025-06-28 13:00:00,SOLAR_MUNICH_01,solar,2.966,5.0,575.4,7.86,20.4,39.0,3.476,2432.1
2025-06-28 14:00:00,SOLAR_MUNICH_01,solar,3.175,5.0,601.4,7.43,22.4,35.5,4.079,2603.8
2025-06-28 15:00:00,SOLAR_MUNICH_01,solar,4.107,5.0,823.1,4.38,24.5,4.3,3.839,3367.5
2025-06-28 16:00:00,SOLAR_MUNICH_01,solar,1.289,5.0,256.5,5.69,25.0,70.6,3.664,1057.1
2025-06-28 17:00:00,SOLAR_MUNICH_01,solar,2.024,5.0,381.9,10.33,24.2,48.7,3.518,1660.0
2025-06-28 18:00:00,SOLAR_MUNICH_01,solar,2.385,5.0,479.8,4.78,27.0,10.6,4.028,1955.4
2025-06-28 19:00:00,SOLAR_MUNICH_01,solar,1.511,5.0,295.8,14.61,29.1,4.4,3.603,1239.3
2025-06-28 20:00:00,SOLAR_MUNICH_01,solar,0.833,5.0,165.0,5.69,32.0,43.1,3.201,682.7
2025-06-28 21:00:00,SOLAR_MUNICH_01,solar,0.021,5.0,19.2,5.65,25.7,52.2,3.054,17.1
2025-06-28 22:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,6.97,25.0,52.8,2.447,0.0
2025-06-28 23:00:00,SOLAR_MUNICH_01,solar,0.04,5.0,0.0,8.79,26.5,28.4,2.345,32.4
2025-06-29 00:00:00,SOLAR_MUNICH_01,solar,0.054,5.0,0.0,3.69,24.5,32.8,1.64,43.9
2025-06-29 01:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,10.65,22.0,60.0,1.805,0.0
2025-06-29 02:00:00,SOLAR_MUNICH_01,solar,0.041,5.0,0.0,12.35,18.0,23.6,2.2,33.6
2025-06-29 03:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,8.66,17.4,67.7,2.248,0.0
2025-06-29 04:00:00,SOLAR_MUNICH_01,solar,0.004,5.0,0.0,9.26,13.3,45.8,2.399,3.1
2025-06-29 05:00:00,SOLAR_MUNICH_01,solar,0.12,5.0,21.7,8.49,17.4,46.3,2.172,98.3
2025-06-29 06:00:00,SOLAR_MUNICH_01,solar,0.656,5.0,109.6,10.52,10.8,14.2,2.234,538.3
2025-06-29 07:00:00,SOLAR_MUNICH_01,solar,1.243,5.0,241.4,12.84,13.8,39.2,2.611,1019.2
2025-06-29 08:00:00,SOLAR_MUNICH_01,solar,1.874,5.0,360.7,15.08,10.5,33.1,2.714,1536.7
2025-06-29 09:00:00,SOLAR_MUNICH_01,solar,1.191,5.0,237.4,5.87,15.6,71.2,3.308,976.6
2025-06-29 10:00:00,SOLAR_MUNICH_01,solar,3.479,5.0,663.8,11.31,14.1,9.4,3.105,2853.2
2025-06-29 11:00:00,SOLAR_MUNICH_01,solar,2.943,5.0,568.9,13.69,12.8,34.3,3.741,2412.9
2025-06-29 12:00:00,SOLAR_MUNICH_01,solar,4.239,5.0,821.6,7.51,15.6,14.4,3.694,3475.8
2025-06-29 13:00:00,SOLAR_MUNICH_01,solar,3.044,5.0,597.4,8.84,15.9,38.1,3.946,2496.3
2025-06-29 14:00:00,SOLAR_MUNICH_01,solar,3.255,5.0,614.9,5.98,15.7,34.9,3.73,2668.9
2025-06-29 15:00:00,SOLAR_MUNICH_01,solar,3.575,5.0,708.2,3.16,21.1,19.7,3.685,2931.3
2025-06-29 16:00:00,SOLAR_MUNICH_01,solar,2.79,5.0,535.2,7.54,20.6,38.4,3.675,2287.6
2025-06-29 17:00:00,SOLAR_MUNICH_01,solar,2.714,5.0,547.8,13.57,27.1,9.2,3.333,2225.4
2025-06-29 18:00:00,SOLAR_MUNICH_01,solar,1.017,5.0,199.4,8.32,25.1,86.2,3.835,834.3
2025-06-29 19:00:00,SOLAR_MUNICH_01,solar,1.059,5.0,239.5,6.74,25.6,25.3,3.194,868.7
2025-06-29 20:00:00,SOLAR_MUNICH_01,solar,0.535,5.0,84.6,2.74,27.0,39.7,3.535,438.8
2025-06-29 21:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,13.83,30.9,17.4,2.32,0.0
2025-06-29 22:00:00,SOLAR_MUNICH_01,solar,0.069,5.0,0.0,13.0,24.8,36.5,1.955,56.2
2025-06-29 23:00:00,SOLAR_MUNICH_01,solar,0.015,5.0,0.0,12.2,25.5,29.7,2.145,11.9
2025-06-30 00:00:00,SOLAR_MUNICH_01,solar,0.003,5.0,0.0,6.24,26.1,48.2,2.991,2.2
2025-06-30 01:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,6.4,19.9,17.6,2.49,0.0
2025-06-30 02:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,9.51,21.0,69.6,1.631,0.0
2025-06-30 03:00:00,SOLAR_MUNICH_01,solar,0.071,5.0,0.0,5.12,17.1,47.7,2.573,58.1
2025-06-30 04:00:00,SOLAR_MUNICH_01,solar,0.048,5.0,0.0,12.68,16.3,25.8,2.228,39.7
2025-06-30 05:00:00,SOLAR_MUNICH_01,solar,0.132,5.0,27.3,3.46,13.6,81.5,2.34,108.3
2025-06-30 06:00:00,SOLAR_MUNICH_01,solar,0.89,5.0,162.5,11.52,13.9,27.8,3.1,730.1
2025-06-30 07:00:00,SOLAR_MUNICH_01,solar,1.027,5.0,192.6,8.22,10.2,58.2,2.963,842.4
2025-06-30 08:00:00,SOLAR_MUNICH_01,solar,2.174,5.0,405.6,8.24,10.2,29.6,3.538,1782.9
2025-06-30 09:00:00,SOLAR_MUNICH_01,solar,1.397,5.0,258.7,3.61,13.8,70.2,4.018,1145.9
2025-06-30 10:00:00,SOLAR_MUNICH_01,solar,3.456,5.0,663.2,13.99,10.9,19.6,3.672,2834.0
2025-06-30 11:00:00,SOLAR_MUNICH_01,solar,2.16,5.0,430.7,12.25,13.4,63.6,4.402,1771.6
2025-06-30 12:00:00,SOLAR_MUNICH_01,solar,2.853,5.0,555.9,17.21,15.5,40.7,4.831,2339.2
2025-06-30 13:00:00,SOLAR_MUNICH_01,solar,3.672,5.0,714.5,9.17,19.2,19.3,4.655,3010.8
2025-06-30 14:00:00,SOLAR_MUNICH_01,solar,2.299,5.0,441.1,7.86,19.3,63.7,4.887,1885.4
2025-06-30 15:00:00,SOLAR_MUNICH_01,solar,4.014,5.0,791.0,5.13,19.2,4.7,4.778,3291.8
2025-06-30 16:00:00,SOLAR_MUNICH_01,solar,2.976,5.0,606.6,12.41,24.3,16.3,4.671,2440.6
2025-06-30 17:00:00,SOLAR_MUNICH_01,solar,1.609,5.0,330.8,11.17,27.3,67.4,4.191,1319.2
2025-06-30 18:00:00,SOLAR_MUNICH_01,solar,2.067,5.0,410.6,4.95,28.7,28.1,3.888,1695.1
2025-06-30 19:00:00,SOLAR_MUNICH_01,solar,0.921,5.0,192.2,9.04,27.6,46.3,3.701,755.3
2025-06-30 20:00:00,SOLAR_MUNICH_01,solar,0.508,5.0,96.1,8.99,25.4,65.6,3.242,416.8
2025-06-30 21:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,7.5,30.4,32.7,3.144,0.0
2025-06-30 22:00:00,SOLAR_MUNICH_01,solar,0.071,5.0,0.0,10.07,24.2,34.1,3.135,58.0
2025-06-30 23:00:00,SOLAR_MUNICH_01,solar,0.045,5.0,0.0,8.86,23.9,30.3,2.553,37.0
2025-06-01 00:00:00,WIND_AUGSBURG_02,wind,0.755,8.0,0.0,9.42,21.8,16.5,1.977,618.9
2025-06-01 01:00:00,WIND_AUGSBURG_02,wind,0.0,8.0,0.0,4.95,19.5,27.9,1.886,0.0
2025-06-01 02:00:00,WIND_AUGSBURG_02,wind,1.542,8.0,0.0,9.28,21.1,64.9,2.266,1264.7
2025-06-01 03:00:00,WIND_AUGSBURG_02,wind,0.0,8.0,0.0,7.25,16.1,30.1,2.216,0.0
2025-06-01 04:00:00,WIND_AUGSBURG_02,wind,0.0,8.0,0.0,4.55,17.4,56.6,2.379,0.0
2025-06-01 05:00:00,WIND_AUGSBURG_02,wind,0.0,8.0,0.0,3.26,15.7,16.5,2.385,0.0
2025-06-01 06:00:00,WIND_AUGSBURG_02,wind,1.179,8.0,104.3,9.8,10.3,60.4,2.098,966.5
2025-06-01 07:00:00,WIND_AUGSBURG_02,wind,1.023,8.0,215.5,4.15,15.1,51.1,1.9,839.0
2025-06-01 08:00:00,WIND_AUGSBURG_02,wind,4.67,8.0,389.2,13.5,12.7,33.0,2.873,3829.3
2025-06-01 09:00:00,WIND_AUGSBURG_02,wind,0.0,8.0,377.7,4.17,12.2,52.0,3.701,0.0
2025-06-01 10:00:00,WIND_AUGSBURG_02,wind,0.0,8.0,620.5,3.62,15.6,18.0,3.569,0.0
2025-06-01 11:00:00,WIND_AUGSBURG_02,wind,0.312,8.0,782.3,7.68,9.0,10.3,3.691,255.6
2025-06-01 12:00:00,WIND_AUGSBURG_02,wind,0.054,8.0,452.4,4.07,18.3,57.9,3.826,44.6
2025-06-01 13:00:00,WIND_AUGSBURG_02,wind,3.274,8.0,678.0,11.93,20.2,32.4,4.403,2684.5
2025-06-01 14:00:00,WIND_AUGSBURG_02,wind,8.0,8.0,707.6,16.85,19.6,26.8,4.638,6560.0
2025-06-01 15:00:00,WIND_AUGSBURG_02,wind,0.235,8.0,623.5,6.6,21.1,27.2,3.874,192.4
2025-06-01 16:00:00,WIND_AUGSBURG_02,wind,1.143,8.0,383.3,8.16,24.5,61.0,3.794,937.2
2025-06-01 17:00:00,WIND_AUGSBURG_02,wind,0.0,8.0,271.1,5.46,23.3,71.2,3.309,0.0
2025-06-01 18:00:00,WIND_AUGSBURG_02,wind,8.0,8.0,329.4,17.41,27.0,47.9,3.249,6560.0
2025-06-01 19:00:00,WIND_AUGSBURG_02,wind,5.131,8.0,237.5,13.18,28.1,37.2,3.566,4207.4
2025-06-01 20:00:00,WIND_AUGSBURG_02,wind,0.03,8.0,126.0,8.75,32.7,15.2,2.779,24.8
2025-06-01 21:00:00,WIND_AUGSBURG_02,wind,0.0,8.0,0.0,9.37,23.6,27.4,2.499,0.0
2025-06-01 22:00:00,WIND_AUGSBURG_02,wind,0.678,8.0,0.0,7.1,28.7,69.7,2.827,556.0
2025-06-01 23:00:00,WIND_AUGSBURG_02,wind,5.926,8.0,0.0,14.05,22.3,62.1,2.367,4859.3
2025-06-02 00:00:00,WIND_AUGSBURG_02,wind,0.444,8.0,0.0,5.82,24.4,37.1,2.795,364.4
2025-06-02 01:00:00,WIND_AUGSBURG_02,wind,8.0,8.0,0.0,16.59,26.4,52.4,2.623,6560.0
2025-06-02 02:00:00,WIND_AUGSBURG_02,wind,0.72,8.0,0.0,8.56,22.4,60.9,2.019,590.7
2025-06-02 03:00:00,WIND_AUGSBURG_02,wind,0.847,8.0,0.0,7.97,18.1,46.0,2.98,694.7
2025-06-02 04:00:00,WIND_AUGSBURG_02,wind,0.144,8.0,0.0,4.81,18.1,34.8,2.435,117.9
2025-06-02 05:00:00,WIND_AUGSBURG_02,wind,0.355,8.0,0.0,7.31,14.1,63.3,2.275,291.0
2025-06-02 06:00:00,WIND_AUGSBURG_02,wind,0.937,8.0,174.0,9.89,11.6,39.9,2.39,768.2
2025-06-02 07:00:00,WIND_AUGSBURG_02,wind,4.237,8.0,299.6,13.2,11.7,21.1,3.484,3474.1
2025-06-02 08:00:00,WIND_AUGSBURG_02,wind,8.0,8.0,266.9,19.78,12.9,54.6,3.76,6560.0
2025-06-02 09:00:00,WIND_AUGSBURG_02,wind,0.385,8.0,537.5,8.54,13.9,24.0,3.622,315.4
2025-06-02 10:00:00,WIND_AUGSBURG_02,wind,0.027,8.0,408.4,6.72,10.5,48.8,3.968,22.0
2025-06-02 11:00:00,WIND_AUGSBURG_02,wind,0.304,8.0,588.2,5.17,13.6,41.3,4.798,248.9
2025-06-02 12:00:00,WIND_AUGSBURG_02,wind,3.996,8.0,677.5,12.53,15.6,27.5,4.854,3276.6
2025-06-02 13:00:00,WIND_AUGSBURG_02,wind,1.108,8.0,516.3,9.37,17.9,46.7,4.907,908.3
2025-06-02 14:00:00,WIND_AUGSBURG_02,wind,4.025,8.0,436.9,12.72,20.1,60.8,5.035,3300.3
2025-06-02 15:00:00,WIND_AUGSBURG_02,wind,3.992,8.0,841.6,12.31,19.7,2.7,4.683,3273.5
2025-06-02 16:00:00,WIND_AUGSBURG_02,wind,1.008,8.0,458.1,8.63,23.4,35.7,4.477,826.6
2025-06-02 17:00:00,WIND_AUGSBURG_02,wind,0.996,8.0,551.2,8.1,29.1,19.3,4.333,816.9
2025-06-02 18:00:00,WIND_AUGSBURG_02,wind,1.309,8.0,288.9,6.0,26.9,50.9,4.341,1073.5
2025-06-02 19:00:00,WIND_AUGSBURG_02,wind,8.0,8.0,259.4,22.88,27.7,18.4,3.539,6560.0
2025-06-02 20:00:00,WIND_AUGSBURG_02,wind,0.0,8.0,84.1,2.88,25.3,63.0,3.164,0.0
2025-06-02 21:00:00,WIND_AUGSBURG_02,wind,3.003,8.0,0.0,11.39,23.1,80.8,3.737,2462.8
2025-06-02 22:00:00,WIND_AUGSBURG_02,wind,0.177,8.0,0.0,3.43,27.0,37.8,2.82,145.2
2025-06-02 23:00:00,WIND_AUGSBURG_02,wind,2.235,8.0,0.0,10.28,28.0,36.5,2.762,1832.4
2025-06-03 00:00:00,WIND_AUGSBURG_02,wind,0.561,8.0,0.0,8.17,23.2,46.0,2.162,459.9
