household_id,building_type,heating_type,has_solar_panels,has_electric_vehicle,n_residents,area_sqm,smart_meter_installed,monthly_consumption_kwh,energy_poverty_flag
HH_0399,Saniert,Wärmepumpe,0,0,3,77,1,317.2,0
HH_0400,Saniert,Wärmepumpe,0,0,1,77,0,154.7,0
HH_0401,Altbau,Gasheizung,1,0,2,77,1,464.6,0
HH_0402,Altbau,Fernwärme,0,0,2,77,1,410.7,0
HH_0403,Saniert,Fernwärme,0,0,2,77,1,238.5,0
HH_0404,Saniert,Gasheizung,0,1,3,77,0,651.8,0
HH_0405,Passivhaus,Gasheizung,1,0,2,77,0,132.0,0
HH_0406,Altbau,Ölheizung,1,0,2,77,0,482.2,0
HH_0407,Neubau,Wärmepumpe,0,0,4,77,1,487.5,0
HH_0408,Altbau,Fernwärme,0,0,4,77,0,749.4,0
HH_0409,Neubau,Gasheizung,0,0,4,77,1,665.3,0
HH_0410,Altbau,Wärmepumpe,0,0,4,77,1,574.8,0
HH_0411,Altbau,Fernwärme,0,1,3,77,1,773.8,0
HH_0412,Altbau,Gasheizung,0,0,3,77,0,723.8,0
HH_0413,Saniert,Wärmepumpe,1,0,3,77,1,188.2,0
HH_0414,Neubau,Gasheizung,1,0,3,77,1,416.2,0
HH_0415,Neubau,Wärmepumpe,0,0,3,77,0,299.5,0
HH_0416,Saniert,Ölheizung,0,1,1,77,1,483.4,0
HH_0417,Saniert,Wärmepumpe,1,0,4,77,0,253.2,0
HH_0418,Neubau,Ölheizung,0,1,3,77,1,741.5,0
HH_0419,Passivhaus,Ölheizung,0,0,4,77,0,439.8,0
HH_0420,Neubau,Ölheizung,1,0,1,77,1,294.6,0
HH_0421,Altbau,Ölheizung,0,0,2,77,1,613.2,0
HH_0422,Passivhaus,Gasheizung,0,0,2,77,0,190.3,0
HH_0423,Altbau,Ölheizung,0,1,2,77,1,755.0,0
HH_0424,Neubau,Gasheizung,0,0,1,77,1,274.4,0
HH_0425,Altbau,Gasheizung,0,0,2,77,1,571.7,0
HH_0426,Neubau,Gasheizung,0,1,1,77,0,483.8,0
HH_0427,Neubau,Gasheizung,0,0,2,77,0,421.4,0
HH_0428,Altbau,Wärmepumpe,1,0,3,77,1,362.1,0
HH_0429,Neubau,Wärmepumpe,0,0,4,77,0,446.8,0
HH_0430,Saniert,Gasheizung,0,0,1,77,1,279.1,0
HH_0431,Altbau,Wärmepumpe,0,0,3,77,0,523.3,0
HH_0432,Neubau,Wärmepumpe,0,0,1,77,0,166.9,0
HH_0433,Altbau,Fernwärme,1,1,1,77,1,410.1,0
HH_0434,Saniert,Gasheizung,0,0,3,77,1,501.2,0
HH_0435,Saniert,Gasheizung,0,1,3,77,1,638.5,0
HH_0436,Saniert,Gasheizung,0,0,4,77,1,561.9,0
HH_0437,Altbau,Gasheizung,0,0,2,77,1,509.3,0
HH_0438,Altbau,Wärmepumpe,0,0,4,77,1,647.4,0
HH_0439,Altbau,Wärmepumpe,0,1,1,77,1,494.6,0
HH_0440,Altbau,Gasheizung,0,0,2,77,1,664.8,0
HH_0441,Neubau,Gasheizung,1,0,1,77,1,231.3,0
HH_0442,Passivhaus,Gasheizung,1,0,3,77,1,123.5,0
HH_0443,Neubau,Ölheizung,1,1,2,77,1,532.8,0
HH_0444,Passivhaus,Gasheizung,1,1,1,77,0,269.5,0
HH_0445,Altbau,Fernwärme,1,0,3,77,0,520.5,0
HH_0446,Passivhaus,Fernwärme,1,0,1,77,0,52.0,0
HH_0447,Altbau,Gasheizung,0,0,1,77,0,360.8,0
HH_0448,Passivhaus,Ölheizung,0,1,1,77,0,322.6,0
HH_0449,Altbau,Fernwärme,1,0,1,77,1,230.6,0
HH_0450,Passivhaus,Fernwärme,0,0,3,77,1,245.1,0
HH_0451,Altbau,Wärmepumpe,0,1,3,77,0,684.1,0
HH_0452,Altbau,Wärmepumpe,0,0,2,77,1,323.7,0
HH_0453,Neubau,Gasheizung,0,0,2,77,1,418.9,0
HH_0454,Neubau,Gasheizung,0,0,4,77,1,634.6,0
HH_0455,Saniert,Fernwärme,0,0,2,77,0,292.1,0
HH_0456,Passivhaus,Ölheizung,0,0,3,77,1,406.7,0
HH_0457,Neubau,Gasheizung,1,0,2,77,0,295.3,0
HH_0458,Saniert,Fernwärme,1,0,2,77,0,152.1,0
HH_0459,Altbau,Fernwärme,1,0,5,77,0,751.3,0
HH_0460,Neubau,Gasheizung,1,0,3,77,1,393.6,0
HH_0461,Neubau,Wärmepumpe,0,1,1,77,1,390.0,0
HH_0462,Saniert,Wärmepumpe,0,0,2,77,0,204.6,0
HH_0463,Neubau,Fernwärme,0,0,2,77,0,313.6,0
HH_0464,Saniert,Fernwärme,1,0,2,77,1,100.9,0
HH_0465,Altbau,Gasheizung,0,0,4,77,1,900.2,0
HH_0466,Altbau,Wärmepumpe,1,1,4,77,0,687.0,0
HH_0467,Neubau,Fernwärme,0,0,1,77,1,216.7,0
HH_0468,Altbau,Fernwärme,1,0,2,77,1,307.1,0
HH_0469,Altbau,Gasheizung,0,1,3,77,0,874.9,1
HH_0470,Altbau,Wärmepumpe,1,0,2,77,1,258.1,0
HH_0471,Saniert,Ölheizung,0,0,3,77,0,596.9,0
HH_0472,Altbau,Gasheizung,0,1,3,77,1,909.1,0
HH_0473,Saniert,Wärmepumpe,0,0,3,77,1,306.0,0
HH_0474,Altbau,Fernwärme,1,0,3,77,0,414.6,0
HH_0475,Altbau,Gasheizung,0,0,3,77,1,735.1,0
HH_0476,Neubau,Ölheizung,1,1,5,77,1,990.3,0
HH_0477,Neubau,Gasheizung,1,0,2,77,0,256.2,0
HH_0478,Neubau,Gasheizung,1,0,4,77,0,559.8,0
HH_0479,Neubau,Gasheizung,0,1,1,77,0,426.5,0
HH_0480,Altbau,Gasheizung,0,0,2,77,1,587.3,0
HH_0481,Saniert,Gasheizung,0,0,1,77,1,212.4,0
HH_0482,Neubau,Fernwärme,1,0,3,77,1,283.4,0
HH_0483,Altbau,Gasheizung,1,0,1,77,1,252.3,0
HH_0484,Saniert,Ölheizung,1,0,4,77,1,456.0,0
HH_0485,Saniert,Wärmepumpe,0,1,3,77,1,465.5,0
HH_0486,Neubau,Wärmepumpe,0,0,1,77,1,153.7,0
HH_0487,Saniert,Wärmepumpe,1,0,3,77,1,224.2,0
HH_0488,Passivhaus,Fernwärme,0,0,4,77,1,315.5,0
HH_0489,Neubau,Wärmepumpe,1,0,3,77,0,236.4,0
HH_0490,Altbau,Gasheizung,0,0,1,77,0,396.6,0
HH_0491,Passivhaus,Ölheizung,0,0,4,77,0,375.8,0
HH_0492,Altbau,Wärmepumpe,1,0,3,77,1,379.9,0
HH_0493,Altbau,Gasheizung,0,1,2,77,1,694.5,0
HH_0494,Altbau,Wärmepumpe,0,0,2,77,0,347.4,0
HH_0495,Saniert,Wärmepumpe,1,0,2,77,1,94.5,0
HH_0496,Passivhaus,Gasheizung,1,0,4,77,1,290.8,0
HH_0497,Neubau,Fernwärme,1,1,2,77,1,369.0,0
HH_0498,Passivhaus,Fernwärme,1,1,1,77,0,198.1,0
HH_0499,Altbau,Fernwärme,0,0,4,77,1,820.4,0
HH_0500,Altbau,Wärmepumpe,0,0,1,77,0,229.9,0
